ben
[bana] PRON.personal.1p.sg,case.dat
[böyle]lerindeymişler PRON.indef.pl,case.loc,perf.nfh.ind.past.3per.pl
[böyle]lerindelermiş PRON.indef.pl,case.loc,perf.nfh.ind.past.3per.pl
[böyle]lerindeysem PRON.indef.pl,case.loc,perf.cnd.pres.1per.sg
[böyle]lerindeysen PRON.indef.pl,case.loc,perf.cnd.pres.2per.sg
[böyle]lerindeyse PRON.indef.pl,case.loc,perf.cnd.pres.3per.sg
[böyle]lerindeysek PRON.indef.pl,case.loc,perf.cnd.pres.1per.pl
[böyle]lerindeyseniz PRON.indef.pl,case.loc,perf.cnd.pres.2per.pl
[böyle]lerindeyseler PRON.indef.pl,case.loc,perf.cnd.pres.3per.pl
[böyle]lerindelerse PRON.indef.pl,case.loc,perf.cnd.pres.3per.pl
[böyle]lerine PRON.indef.pl,case.dat
[böyle]lerine PRON.indef.pl,poss.2per.sg,case.dat
[böyle]lerine PRON.indef.pl,poss.3per.pl,case.dat
[böyle]lerine PRON.indef.pl,poss.3per.sg,case.dat
[böyle]lerini PRON.indef.pl,case.acc
[böyle]lerini PRON.indef.pl,poss.2per.sg,case.acc
[böyle]lerini PRON.indef.pl,poss.3per.pl,case.acc
[böyle]lerini PRON.indef.pl,poss.3per.sg,case.acc
[böyle]lerinin PRON.indef.pl,case.gen
[böyle]lerinin PRON.indef.pl,poss.2per.sg,case.gen
[böyle]lerinin PRON.indef.pl,poss.3per.pl,case.gen
[böyle]lerinin PRON.indef.pl,poss.3per.sg,case.gen
[böyle]lerininken PRON.indef.pl,case.gen,converb
[böyle]lerininken PRON.indef.pl,poss.2per.sg,case.gen,converb
[böyle]lerininken PRON.indef.pl,poss.3per.pl,case.gen,converb
[böyle]lerininken PRON.indef.pl,poss.3per.sg,case.gen,converb
[böyle]lerininki PRON.indef.pl,case.gen,<ki>
[böyle]lerininki PRON.indef.pl,poss.2per.sg,case.gen,<ki>
[böyle]lerininki PRON.indef.pl,poss.3per.pl,case.gen,<ki>
[böyle]lerininki PRON.indef.pl,poss.3per.sg,case.gen,<ki>
[böyle]lerininkiyle PRON.indef.pl,case.gen,<ki>,case.instr
[böyle]lerininkiyle PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.instr
[böyle]lerininkiyle PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.instr
[böyle]lerininkiyle PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.instr
[böyle]lerininkiyleyken PRON.indef.pl,case.gen,<ki>,case.instr,converb
[böyle]lerininkiyleyken PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.instr,converb
[böyle]lerininkiyleyken PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.instr,converb
[böyle]lerininkiyleyken PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.instr,converb
[böyle]lerininkiyken PRON.indef.pl,case.gen,<ki>,converb
[böyle]lerininkiyken PRON.indef.pl,poss.2per.sg,case.gen,<ki>,converb
[böyle]lerininkiyken PRON.indef.pl,poss.3per.pl,case.gen,<ki>,converb
[böyle]lerininkiyken PRON.indef.pl,poss.3per.sg,case.gen,<ki>,converb
[böyle]lerininkini PRON.indef.pl,case.gen,<ki>,case.acc
[böyle]lerininkini PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.acc
[böyle]lerininkini PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.acc
[böyle]lerininkini PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.acc
[böyle]lerininkine PRON.indef.pl,case.gen,<ki>,case.dat
[böyle]lerininkine PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.dat
[böyle]lerininkine PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.dat
[böyle]lerininkine PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.dat
[böyle]lerininkinde PRON.indef.pl,case.gen,<ki>,case.loc
[böyle]lerininkinde PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.loc
[böyle]lerininkinde PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.loc
[böyle]lerininkinde PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.loc
[böyle]lerininkindeyken PRON.indef.pl,case.gen,<ki>,case.loc,converb
[böyle]lerininkindeyken PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.loc,converb
[böyle]lerininkindeyken PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.loc,converb
[böyle]lerininkindeyken PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.loc,converb
[böyle]lerininkinden PRON.indef.pl,case.gen,<ki>,case.abl
[böyle]lerininkinden PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.abl
[böyle]lerininkinden PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.abl
[böyle]lerininkinden PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.abl
[böyle]lerininkinin PRON.indef.pl,case.gen,<ki>,case.gen
[böyle]lerininkinin PRON.indef.pl,poss.2per.sg,case.gen,<ki>,case.gen
[böyle]lerininkinin PRON.indef.pl,poss.3per.pl,case.gen,<ki>,case.gen
[böyle]lerininkinin PRON.indef.pl,poss.3per.sg,case.gen,<ki>,case.gen
[böyle]leriniz PRON.indef.pl,poss.2per.pl,case.nom
[böyle]lerinizde PRON.indef.pl,poss.2per.pl,case.loc
[böyle]lerinizdeyken PRON.indef.pl,poss.2per.pl,case.loc,converb
[böyle]lerinizdeki PRON.indef.pl,poss.2per.pl,case.loc,<ki>
[böyle]lerinizdekiyken PRON.indef.pl,poss.2per.pl,case.loc,<ki>,converb
[böyle]lerinizdekiyle PRON.indef.pl,poss.2per.pl,case.loc,<ki>,case.instr
[böyle]lerinizdekiyleyken PRON.indef.pl,poss.2per.pl,case.loc,<ki>,case.instr,converb
[böyle]lerinizdekini PRON.indef.pl,poss.2per.pl,case.loc,<ki>,case.acc
[böyle]lerinizdekinin PRON.indef.pl,poss.2per.pl,case.loc,<ki>,case.gen
[böyle]lerinizdekine PRON.indef.pl,poss.2per.pl,case.loc,<ki>,case.dat
[böyle]lerinizdekinde PRON.indef.pl,poss.2per.pl,case.loc,<ki>,case.loc
[böyle]lerinizdekinden PRON.indef.pl,poss.2per.pl,case.loc,<ki>,case.abl
[böyle]lerinizden PRON.indef.pl,poss.2per.pl,case.abl
[böyle]lerinize PRON.indef.pl,poss.2per.pl,case.dat
[böyle]lerinizi PRON.indef.pl,poss.2per.pl,case.acc
[böyle]lerinizin PRON.indef.pl,poss.2per.pl,case.gen
[böyle]lerinizle PRON.indef.pl,poss.2per.pl,case.instr
[böyle]lerinle PRON.indef.pl,poss.2per.sg,case.instr
[böyle]lerisin PRON.indef.pl,case.nom,perf.ind.pres.2per.sg
[böyle]leriler PRON.indef.pl,case.nom,perf.ind.pres.3per.pl
[böyle]lerisiniz PRON.indef.pl,case.nom,perf.ind.pres.2per.pl
[böyle]leriydim PRON.indef.pl,case.nom,perf.ind.past.1per.sg
[böyle]leriydin PRON.indef.pl,case.nom,perf.ind.past.2per.sg
[böyle]leriydi PRON.indef.pl,case.nom,perf.ind.past.3per.sg
[böyle]leriydik PRON.indef.pl,case.nom,perf.ind.past.1per.pl
[böyle]leriydiniz PRON.indef.pl,case.nom,perf.ind.past.2per.pl
[böyle]leriydiler PRON.indef.pl,case.nom,perf.ind.past.3per.pl
[böyle]lerilerdi PRON.indef.pl,case.nom,perf.ind.past.3per.pl
[böyle]leriyim PRON.indef.pl,case.nom,perf.ind.pres.1per.sg
[böyle]leriyiz PRON.indef.pl,case.nom,perf.ind.pres.1per.pl
[böyle]leriyken PRON.indef.pl,case.nom,converb
[böyle]leriyle PRON.indef.pl,case.instr
[böyle]leriyle PRON.indef.pl,poss.3per.pl,case.instr
[böyle]leriyle PRON.indef.pl,poss.3per.sg,case.instr
[böyle]leriyleyken PRON.indef.pl,case.instr,converb
[böyle]leriyleyken PRON.indef.pl,poss.3per.pl,case.instr,converb
[böyle]leriyleyken PRON.indef.pl,poss.3per.sg,case.instr,converb
[böyle]leriymişim PRON.indef.pl,case.nom,perf.nfh.ind.past.1per.sg
[böyle]leriymişsin PRON.indef.pl,case.nom,perf.nfh.ind.past.2per.sg
[böyle]leriymiş PRON.indef.pl,case.nom,perf.nfh.ind.past.3per.sg
[böyle]leriymişiz PRON.indef.pl,case.nom,perf.nfh.ind.past.1per.pl
[böyle]leriymişsiniz PRON.indef.pl,case.nom,perf.nfh.ind.past.2per.pl
[böyle]leriymişler PRON.indef.pl,case.nom,perf.nfh.ind.past.3per.pl
[böyle]lerilermiş PRON.indef.pl,case.nom,perf.nfh.ind.past.3per.pl
[böyle]leriysem PRON.indef.pl,case.nom,perf.cnd.pres.1per.sg
[böyle]leriysen PRON.indef.pl,case.nom,perf.cnd.pres.2per.sg
[böyle]leriyse PRON.indef.pl,case.nom,perf.cnd.pres.3per.sg
[böyle]leriysek PRON.indef.pl,case.nom,perf.cnd.pres.1per.pl
[böyle]leriyseniz PRON.indef.pl,case.nom,perf.cnd.pres.2per.pl
[böyle]leriyseler PRON.indef.pl,case.nom,perf.cnd.pres.3per.pl
[böyle]lerilerse PRON.indef.pl,case.nom,perf.cnd.pres.3per.pl
[böyle]yken PRON.indef.sg,converb
[böylesi] PRON.indef.sg,case.nom
[böylesi] PRON.indef.sg,poss.3per.pl,case.nom
[böylesi] PRON.indef.sg,poss.3per.sg,case.nom
[böylesi]yken PRON.indef.sg,poss.3per.pl,case.nom,converb
[böylesi]yken PRON.indef.sg,poss.3per.sg,case.nom,converb
[böylesi]yimdir PRON.indef.sg,case.nom,perf.gen.pres.1per.sg
[böylesi]sindir PRON.indef.sg,case.nom,perf.gen.pres.2per.sg
[böylesi]dir PRON.indef.sg,case.nom,perf.gen.pres.3per.sg
[böylesi]yizdir PRON.indef.sg,case.nom,perf.gen.pres.1per.pl
[böylesi]sinizdir PRON.indef.sg,case.nom,perf.gen.pres.2per.pl
[böylesi]dirler PRON.indef.sg,case.nom,perf.gen.pres.3per.pl
[böylesi]lerdir PRON.indef.sg,case.nom,perf.gen.pres.3per.pl
[böylesi]mde PRON.indef.sg,poss.1per.sg,case.loc
[böylesi]mdeyken PRON.indef.sg,poss.1per.sg,case.loc,converb
[böylesi]mdeki PRON.indef.sg,poss.1per.sg,case.loc,<ki>
[böylesi]mdekiyle PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.instr
[böylesi]mdekiyleyken PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.instr,converb
[böylesi]mdekini PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.acc
[böylesi]mdekine PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.dat
[böylesi]mdekinin PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.gen
[böylesi]mdekinde PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.loc
[böylesi]mdekindeyken PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.loc,converb
[böylesi]mdekinden PRON.indef.sg,poss.1per.sg,case.loc,<ki>,case.abl
[böylesi]mden PRON.indef.sg,poss.1per.sg,case.abl
[böylesi]me PRON.indef.sg,poss.1per.sg,case.dat
[böylesi]mi PRON.indef.sg,poss.1per.sg,case.acc
[böylesi]min PRON.indef.sg,poss.1per.sg,case.gen
[böylesi]minki PRON.indef.sg,poss.1per.sg,case.gen,<ki>
[böylesi]minkiyken PRON.indef.sg,poss.1per.sg,case.gen,<ki>,converb
[böylesi]minken PRON.indef.sg,poss.1per.sg,case.gen,converb
[böylesi]minkiyle PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.instr
[böylesi]minkiyleyken PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.instr,converb
[böylesi]minkini PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.acc
[böylesi]minkinin PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.gen
[böylesi]minkine PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.dat
[böylesi]minkinde PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.loc
[böylesi]minkindeyken PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.loc,converb
[böylesi]minkinden PRON.indef.sg,poss.1per.sg,case.gen,<ki>,case.abl
[böylesi]miz PRON.indef.sg,poss.1per.pl,case.nom
[böylesi]mizde PRON.indef.sg,poss.1per.pl,case.loc
[böylesi]mizdeyken PRON.indef.sg,poss.1per.pl,case.loc,converb
[böylesi]mizdeki PRON.indef.sg,poss.1per.pl,case.loc,<ki>
[böylesi]mizdekiyle PRON.indef.sg,poss.1per.pl,case.loc,<ki>,case.instr
[böylesi]mizdekiyleyken PRON.indef.sg,poss.1per.pl,case.loc,<ki>,case.instr,converb
[böylesi]mizdekiyken PRON.indef.sg,poss.1per.pl,case.loc,<ki>,converb
[böylesi]mizdekini PRON.indef.sg,poss.1per.pl,case.loc,<ki>,case.acc
[böylesi]mizdekine PRON.indef.sg,poss.1per.pl,case.loc,<ki>,case.dat
[böylesi]mizdekinin PRON.indef.sg,poss.1per.pl,case.loc,<ki>,case.gen
[böylesi]mizdekinde PRON.indef.sg,poss.1per.pl,case.loc,<ki>,case.loc
[böylesi]mizdekinden PRON.indef.sg,poss.1per.pl,case.loc,<ki>,case.abl
[böylesi]mizden PRON.indef.sg,poss.1per.pl,case.abl
[böylesi]mize PRON.indef.sg,poss.1per.pl,case.dat
[böylesi]mizi PRON.indef.sg,poss.1per.pl,case.acc
[böylesi]mizin PRON.indef.sg,poss.1per.pl,case.gen
[böylesi]mizinki PRON.indef.sg,poss.1per.pl,case.gen,<ki>
[böylesi]mizinkiyken PRON.indef.sg,poss.1per.pl,case.gen,<ki>,converb
[böylesi]mizinkiyle PRON.indef.sg,poss.1per.pl,case.gen,<ki>,case.instr
[böylesi]mizinkiyleyken PRON.indef.sg,poss.1per.pl,case.gen,<ki>,case.instr,converb
[böylesi]mizinkini PRON.indef.sg,poss.1per.pl,case.gen,<ki>,case.acc
[böylesi]mizinkinin PRON.indef.sg,poss.1per.pl,case.gen,<ki>,case.gen
[böylesi]mizinkine PRON.indef.sg,poss.1per.pl,case.gen,<ki>,case.dat
[böylesi]mizinkinde PRON.indef.sg,poss.1per.pl,case.gen,<ki>,case.loc
[böylesi]mizinkinden PRON.indef.sg,poss.1per.pl,case.gen,<ki>,case.abl
[böylesi]mizle PRON.indef.sg,poss.1per.pl,case.instr
[böylesi]mizleyken PRON.indef.sg,poss.1per.pl,case.instr,converb
[böylesi]mle PRON.indef.sg,poss.1per.sg,case.instr
[böylesi]mleyken PRON.indef.sg,poss.1per.sg,case.instr,converb
[böylesi]nde PRON.indef.sg,case.loc
[böylesi]nde PRON.indef.sg,poss.2per.sg,case.loc
[böylesi]nde PRON.indef.sg,poss.3per.pl,case.loc
[böylesi]nde PRON.indef.sg,poss.3per.sg,case.loc
[böylesi]ndeyken PRON.indef.sg,case.loc,converb
[böylesi]ndeyken PRON.indef.sg,poss.2per.sg,case.loc,converb
[böylesi]ndeyken PRON.indef.sg,poss.3per.pl,case.loc,converb
[böylesi]ndeyken PRON.indef.sg,poss.3per.sg,case.loc,converb
[böylesi]ndeki PRON.indef.sg,case.loc,<ki>
[böylesi]ndeki PRON.indef.sg,poss.2per.sg,case.loc,<ki>
[böylesi]ndeki PRON.indef.sg,poss.3per.pl,case.loc,<ki>
[böylesi]ndeki PRON.indef.sg,poss.3per.sg,case.loc,<ki>
[böylesi]ndekiyken PRON.indef.sg,case.loc,<ki>,converb
[böylesi]ndekiyken PRON.indef.sg,poss.2per.sg,case.loc,<ki>,converb
[böylesi]ndekiyken PRON.indef.sg,poss.3per.pl,case.loc,<ki>,converb
[böylesi]ndekiyken PRON.indef.sg,poss.3per.sg,case.loc,<ki>,converb
[böylesi]ndekiyle PRON.indef.sg,case.loc,<ki>,case.instr
[böylesi]ndekiyle PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.instr
[böylesi]ndekiyle PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.instr
[böylesi]ndekiyle PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.instr
[böylesi]ndekiyleyken PRON.indef.sg,case.loc,<ki>,case.instr,converb
[böylesi]ndekiyleyken PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.instr,converb
[böylesi]ndekiyleyken PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.instr,converb
[böylesi]ndekiyleyken PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.instr,converb
[böylesi]ndekini PRON.indef.sg,case.loc,<ki>,case.acc
[böylesi]ndekini PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.acc
[böylesi]ndekini PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.acc
[böylesi]ndekini PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.acc
[böylesi]ndekinin PRON.indef.sg,case.loc,<ki>,case.gen
[böylesi]ndekinin PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.gen
[böylesi]ndekinin PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.gen
[böylesi]ndekinin PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.gen
[böylesi]ndekine PRON.indef.sg,case.loc,<ki>,case.dat
[böylesi]ndekine PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.dat
[böylesi]ndekine PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.dat
[böylesi]ndekine PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.dat
[böylesi]ndekinde PRON.indef.sg,case.loc,<ki>,case.loc
[böylesi]ndekinde PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.loc
[böylesi]ndekinde PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.loc
[böylesi]ndekinde PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.loc
[böylesi]ndekindeyken PRON.indef.sg,case.loc,<ki>,case.loc,converb
[böylesi]ndekindeyken PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.loc,converb
[böylesi]ndekindeyken PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.loc,converb
[böylesi]ndekindeyken PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.loc,converb
[böylesi]ndekinden PRON.indef.sg,case.loc,<ki>,case.abl
[böylesi]ndekinden PRON.indef.sg,poss.2per.sg,case.loc,<ki>,case.abl
[böylesi]ndekinden PRON.indef.sg,poss.3per.pl,case.loc,<ki>,case.abl
[böylesi]ndekinden PRON.indef.sg,poss.3per.sg,case.loc,<ki>,case.abl
[böylesi]ndeyimdir PRON.indef.sg,case.loc,perf.gen.pres.1per.sg
[böylesi]ndesindir PRON.indef.sg,case.loc,perf.gen.pres.2per.sg
[böylesi]ndedir PRON.indef.sg,case.loc,perf.gen.pres.3per.sg
[böylesi]ndeyizdir PRON.indef.sg,case.loc,perf.gen.pres.1per.pl
[böylesi]ndesinizdir PRON.indef.sg,case.loc,perf.gen.pres.2per.pl
[böylesi]ndedirler PRON.indef.sg,case.loc,perf.gen.pres.3per.pl
[böylesi]ndelerdir PRON.indef.sg,case.loc,perf.gen.pres.3per.pl
[böylesi]nden PRON.indef.sg,case.abl
[böylesi]nden PRON.indef.sg,poss.2per.sg,case.abl
[böylesi]nden PRON.indef.sg,poss.3per.pl,case.abl
[böylesi]nden PRON.indef.sg,poss.3per.sg,case.abl
[böylesi]ndesin PRON.indef.sg,case.loc,perf.ind.pres.2per.sg
[böylesi]ndesiniz PRON.indef.sg,case.loc,perf.ind.pres.2per.pl
[böylesi]ndeydim PRON.indef.sg,case.loc,perf.ind.past.1per.sg
[böylesi]ndeydin PRON.indef.sg,case.loc,perf.ind.past.2per.sg
[böylesi]ndeydi PRON.indef.sg,case.loc,perf.ind.past.3per.sg
[böylesi]ndeydik PRON.indef.sg,case.loc,perf.ind.past.1per.pl
[böylesi]ndeydiniz PRON.indef.sg,case.loc,perf.ind.past.2per.pl
[böylesi]ndeydiler PRON.indef.sg,case.loc,perf.ind.past.3per.pl
[böylesi]ndelerdi PRON.indef.sg,case.loc,perf.ind.past.3per.pl
[böylesi]ndeyim PRON.indef.sg,case.loc,perf.ind.pres.1per.sg
[böylesi]ndeyiz PRON.indef.sg,case.loc,perf.ind.pres.1per.pl
[böylesi]ndeler PRON.indef.sg,case.loc,perf.ind.pres.3per.pl
[böylesi]ndeyken PRON.indef.sg,case.loc,converb
[böylesi]ndeymişim PRON.indef.sg,case.loc,perf.nfh.ind.past.1per.sg
[böylesi]ndeymişsin PRON.indef.sg,case.loc,perf.nfh.ind.past.2per.sg
[böylesi]ndeymiş PRON.indef.sg,case.loc,perf.nfh.ind.past.3per.sg
[böylesi]ndeymişiz PRON.indef.sg,case.loc,perf.nfh.ind.past.1per.pl
[böylesi]ndeymişsiniz PRON.indef.sg,case.loc,perf.nfh.ind.past.2per.pl
[böylesi]ndeymişler PRON.indef.sg,case.loc,perf.nfh.ind.past.3per.pl
[böylesi]ndelermiş PRON.indef.sg,case.loc,perf.nfh.ind.past.3per.pl
[böylesi]ndeysem PRON.indef.sg,case.loc,perf.cnd.pres.1per.sg
[böylesi]ndeysen PRON.indef.sg,case.loc,perf.cnd.pres.2per.sg
[böylesi]ndeyse PRON.indef.sg,case.loc,perf.cnd.pres.3per.sg
[böylesi]ndeysek PRON.indef.sg,case.loc,perf.cnd.pres.1per.pl
[böylesi]ndeyseniz PRON.indef.sg,case.loc,perf.cnd.pres.2per.pl
[böylesi]ndeyseler PRON.indef.sg,case.loc,perf.cnd.pres.3per.pl
[böylesi]ndelerse PRON.indef.sg,case.loc,perf.cnd.pres.3per.pl
[böylesi]ne PRON.indef.sg,case.dat
[böylesi]ne PRON.indef.sg,poss.2per.sg,case.dat
[böylesi]ne PRON.indef.sg,poss.3per.pl,case.dat
[böylesi]ne PRON.indef.sg,poss.3per.sg,case.dat
[böylesi]ni PRON.indef.sg,case.acc
[böylesi]ni PRON.indef.sg,poss.2per.sg,case.acc
[böylesi]ni PRON.indef.sg,poss.3per.pl,case.acc
[böylesi]ni PRON.indef.sg,poss.3per.sg,case.acc
[böylesi]nin PRON.indef.sg,case.gen
[böylesi]nin PRON.indef.sg,poss.2per.sg,case.gen
[böylesi]nin PRON.indef.sg,poss.3per.pl,case.gen
[böylesi]nin PRON.indef.sg,poss.3per.sg,case.gen
[böylesi]ninken PRON.indef.sg,case.gen,converb
[böylesi]ninken PRON.indef.sg,poss.2per.sg,case.gen,converb
[böylesi]ninken PRON.indef.sg,poss.3per.pl,case.gen,converb
[böylesi]ninken PRON.indef.sg,poss.3per.sg,case.gen,converb
[böylesi]ninki PRON.indef.sg,case.gen,<ki>
[böylesi]ninki PRON.indef.sg,poss.2per.sg,case.gen,<ki>
[böylesi]ninki PRON.indef.sg,poss.3per.pl,case.gen,<ki>
[böylesi]ninki PRON.indef.sg,poss.3per.sg,case.gen,<ki>
[böylesi]ninkiyle PRON.indef.sg,case.gen,<ki>,case.instr
[böylesi]ninkiyle PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.instr
[böylesi]ninkiyle PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.instr
[böylesi]ninkiyle PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.instr
[böylesi]ninkiyleyken PRON.indef.sg,case.gen,<ki>,case.instr,converb
[böylesi]ninkiyleyken PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.instr,converb
[böylesi]ninkiyleyken PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.instr,converb
[böylesi]ninkiyleyken PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.instr,converb
[böylesi]ninkini PRON.indef.sg,case.gen,<ki>,case.acc
[böylesi]ninkini PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.acc
[böylesi]ninkini PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.acc
[böylesi]ninkini PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.acc
[böylesi]ninkinin PRON.indef.sg,case.gen,<ki>,case.gen
[böylesi]ninkinin PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.gen
[böylesi]ninkinin PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.gen
[böylesi]ninkinin PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.gen
[böylesi]ninkine PRON.indef.sg,case.gen,<ki>,case.dat
[böylesi]ninkine PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.dat
[böylesi]ninkine PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.dat
[böylesi]ninkine PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.dat
[böylesi]ninkinde PRON.indef.sg,case.gen,<ki>,case.loc
[böylesi]ninkinde PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.loc
[böylesi]ninkinde PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.loc
[böylesi]ninkinde PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.loc
[böylesi]ninkindeyken PRON.indef.sg,case.gen,<ki>,case.loc,converb
[böylesi]ninkindeyken PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.loc,converb
[böylesi]ninkindeyken PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.loc,converb
[böylesi]ninkindeyken PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.loc,converb
[böylesi]ninkinden PRON.indef.sg,case.gen,<ki>,case.abl
[böylesi]ninkinden PRON.indef.sg,poss.2per.sg,case.gen,<ki>,case.abl
[böylesi]ninkinden PRON.indef.sg,poss.3per.pl,case.gen,<ki>,case.abl
[böylesi]ninkinden PRON.indef.sg,poss.3per.sg,case.gen,<ki>,case.abl
[böylesi]niz PRON.indef.sg,poss.2per.pl,case.nom
[böylesi]nizde PRON.indef.sg,poss.2per.pl,case.loc
[böylesi]nizdeyken PRON.indef.sg,poss.2per.pl,case.loc,converb
[böylesi]nizdeki PRON.indef.sg,poss.2per.pl,case.loc,<ki>
[böylesi]nizdekiyken PRON.indef.sg,poss.2per.pl,case.loc,<ki>,converb
[böylesi]nizdekiyle PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.instr
[böylesi]nizdekiyleyken PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.instr,converb
[böylesi]nizdekini PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.acc
[böylesi]nizdekinin PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.gen
[böylesi]nizdekine PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.dat
[böylesi]nizdekinde PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.loc
[böylesi]nizdekindeyken PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.loc,converb
[böylesi]nizdekinden PRON.indef.sg,poss.2per.pl,case.loc,<ki>,case.abl
[böylesi]nizden PRON.indef.sg,poss.2per.pl,case.abl
[böylesi]nize PRON.indef.sg,poss.2per.pl,case.dat
[böylesi]nizi PRON.indef.sg,poss.2per.pl,case.acc
[böylesi]nizin PRON.indef.sg,poss.2per.pl,case.gen
[böylesi]nizinken PRON.indef.sg,poss.2per.pl,case.gen,converb
[böylesi]nizinki PRON.indef.sg,poss.2per.pl,case.gen,<ki>
[böylesi]nizinkiyle PRON.indef.sg,poss.2per.pl,case.gen,<ki>,case.instr
[böylesi]nizinkiyleyken PRON.indef.sg,poss.2per.pl,case.gen,<ki>,case.instr,converb
[böylesi]nizinkini PRON.indef.sg,poss.2per.pl,case.gen,<ki>,case.acc
[böylesi]nizinkinin PRON.indef.sg,poss.2per.pl,case.gen,<ki>,case.gen
[böylesi]nizinkine PRON.indef.sg,poss.2per.pl,case.gen,<ki>,case.dat
[böylesi]nizinkinde PRON.indef.sg,poss.2per.pl,case.gen,<ki>,case.loc
